Dataset Name,Friendly Name,Data Type,Field Path,Field Type,Example Value
corva#completion.predictions,completion.predictions,time,data.isip[].powder_enzyme_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].total_clean_volume_in,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].total_chemical_rate_in,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].total_slurry_volume_in,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].powder_friction_reducer,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].proppant_1_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].proppant_2_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].inverse_hydrostatic_pressure,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].total_proppant_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.isip[].bottomhole_proppant_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.ave_isip,int,2317
corva#completion.predictions,completion.predictions,time,data.breakdown,array,dict
corva#completion.predictions,completion.predictions,time,data.breakdown[].gel,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].acid,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].biocide,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].divertor,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].timestamp,int,1536944740
corva#completion.predictions,completion.predictions,time,data.breakdown[].emulsifier,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].fluid_loss,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].powder_gel,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].surfactant,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].accelerator,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].anti_sludge,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].cross_linker,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].elapsed_time,int,532
corva#completion.predictions,completion.predictions,time,data.breakdown[].iron_control,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].ploymer_plug,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].acid_retarder,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].acid_inhibitor,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].enzyme_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].liquid_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].mutual_solvent,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].non_emulsifier,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].powder_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].clay_stabilizer,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].fines_suspender,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].proppant_1_mass,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].proppant_2_mass,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].scale_inhibitor,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].friction_reducer,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].oxygen_scavenger,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].paraffin_control,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].wellhead_pressure,float,9180.28
corva#completion.predictions,completion.predictions,time,data.breakdown[].clean_flow_rate_in,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].ph_adjusting_agent,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].corrosion_inhibitor,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].delayed_crosslinker,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].instant_crosslinker,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].slurry_flow_rate_in,float,59.24
corva#completion.predictions,completion.predictions,time,data.breakdown[].total_proppant_mass,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].hydrostatic_pressure,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].powder_enzyme_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].total_clean_volume_in,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].total_chemical_rate_in,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].total_slurry_volume_in,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].powder_friction_reducer,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].proppant_1_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].proppant_2_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].inverse_hydrostatic_pressure,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].total_proppant_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.breakdown[].bottomhole_proppant_concentration,int,0
corva#completion.predictions,completion.predictions,time,data.flush_volume,float,367.49
corva#completion.predictions,completion.predictions,time,data.ave_breakdown,int,9180
corva#completion.predictions,completion.predictions,time,data.ave_chemicals,dict,object
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.gel,float,3.42
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.acid,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.biocide,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.divertor,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.emulsifier,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.fluid_loss,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.powder_gel,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.surfactant,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.accelerator,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.anti_sludge,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.cross_linker,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.iron_control,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.ploymer_plug,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.acid_retarder,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.acid_inhibitor,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.enzyme_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.liquid_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.mutual_solvent,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.non_emulsifier,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.powder_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.clay_stabilizer,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.fines_suspender,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.scale_inhibitor,float,0.01
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.friction_reducer,float,0.63
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.oxygen_scavenger,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.paraffin_control,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.ph_adjusting_agent,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.corrosion_inhibitor,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.delayed_crosslinker,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.instant_crosslinker,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.powder_enzyme_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.ave_chemicals.powder_friction_reducer,int,0
corva#completion.predictions,completion.predictions,time,data.max_flow_rate,float,90.75
corva#completion.predictions,completion.predictions,time,data.delta_pressure,null,null
corva#completion.predictions,completion.predictions,time,data.ave_pumping_rate,float,89.9
corva#completion.predictions,completion.predictions,time,data.pumping_duration,int,4680
corva#completion.predictions,completion.predictions,time,data.fracture_gradient,float,0.6824
corva#completion.predictions,completion.predictions,time,data.total_clean_volume,int,6119
corva#completion.predictions,completion.predictions,time,data.total_proppant_mass,int,349337
corva#completion.predictions,completion.predictions,time,data.total_slurry_volume,int,6495
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals,dict,object
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.gel,float,879.58
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.acid,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.biocide,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.divertor,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.emulsifier,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.fluid_loss,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.powder_gel,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.surfactant,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.accelerator,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.anti_sludge,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.cross_linker,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.iron_control,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.ploymer_plug,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.acid_retarder,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.acid_inhibitor,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.enzyme_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.liquid_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.mutual_solvent,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.non_emulsifier,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.powder_breaker,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.clay_stabilizer,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.fines_suspender,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.scale_inhibitor,float,3.26
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.friction_reducer,float,161.48
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.oxygen_scavenger,int,0
corva#completion.predictions,completion.predictions,time,data.cumulative_chemicals.paraffin_control,int,0
