Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes,Tags
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.rig_name,str,Akita 14,,Name/label for rig,,"connectivity, witsml, launchpad, metadata, display, label"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.bit_depth,null,,,Current depth of the drill bit,,"connectivity, witsml, launchpad, depth, drilling, real-time, key-metric"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.team_name,str,Texas Tea,,Name/label for team,,"connectivity, witsml, launchpad, metadata, display, label"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.company_id,int,81,,Identifier for company,,"connectivity, witsml, launchpad, metadata, identifier, reference"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.hole_depth,null,,,Current hole depth (bottom of wellbore),,"connectivity, witsml, launchpad, depth, drilling, real-time, key-metric"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.company_name,str,Shell,,Name/label for company,,"connectivity, witsml, launchpad, metadata, display, label"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.edr_provider,null,,,Edr provider,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.available_logs,array[unknown],,,Array of available logs records,,"connectivity, witsml, launchpad, container, array"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.witsml_well_id,null,,,Identifier for witsml well,,"connectivity, witsml, launchpad, metadata, identifier, reference"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.corva_well_name,str,SHELL ET AL HZ GROUNDBIRCH C04-36-080-20,,Name/label for corva well,,"connectivity, witsml, launchpad, metadata, display, label"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.depth_paused_at,null,,,Timestamp for depth paused,,"connectivity, witsml, launchpad, metadata, time"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.witsml_well_name,null,,,Name/label for witsml well,,"connectivity, witsml, launchpad, metadata, display, label"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.potential_matches,array[dict],,,Array of potential matches records,,"connectivity, witsml, launchpad, container, array"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.potential_matches[].well_uid,str,ca_29344149,,Well uid,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.potential_matches[].well_name,str,SHELL ET AL HZ GROUNDBIRCH C04-36-080-20,,Name/label for well,,"connectivity, witsml, launchpad, metadata, display, label"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.potential_matches[].edr_provider,str,General - Pason - Canada,,Edr provider,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.potential_matches[].wellbore_uid,str,ca_29344149_wb1,,Wellbore uid,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.potential_matches[].similarity_ratio,int,1,,Similarity ratio,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.bit_depth_mnemonic,null,,,Bit depth mnemonic,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.witsml_wellbore_id,null,,,Identifier for witsml wellbore,,"connectivity, witsml, launchpad, metadata, identifier, reference"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.data_first_received,null,,,Data first received,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.hole_depth_mnemonic,null,,,Hole depth mnemonic,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.last_check_timestamp,null,,,Timestamp for last check,,"connectivity, witsml, launchpad, metadata, time"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,data.depth_traces_record_id,null,,,Identifier for depth traces record,,"connectivity, witsml, launchpad, metadata, identifier, reference"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,app_key,str,corva.launchpad,,App key,,"connectivity, witsml, launchpad"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,version,int,1,,Schema version number for this record,,"connectivity, witsml, launchpad, metadata, internal, versioning"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,asset_id,int,82398980,,Unique identifier for the well/asset this record belongs to,,"connectivity, witsml, launchpad, metadata, well-id, filter-key, required"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,provider,str,corva,,"Data provider name (typically ""corva"")",,"connectivity, witsml, launchpad, metadata, internal"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,timestamp,int,1736882153,,Unix epoch timestamp (seconds) of the record,,"connectivity, witsml, launchpad, metadata, time-index, filter-key, required"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,collection,str,launchpad_witsml_recommendations,,MongoDB collection name this record belongs to,,"connectivity, witsml, launchpad, metadata, internal"
corva#launchpad_witsml_recommendations,launchpad_witsml_recommendations,Launchpad / Connectivity,reference,/api/v1/data/corva/launchpad_witsml_recommendations/,company_id,int,3,,Unique identifier for the company/operator,,"connectivity, witsml, launchpad, metadata, company, filter-key"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,_id,str,5f75f3856c880170905957da,,MongoDB document unique identifier,,"machine-learning, prediction, optimization, metadata, internal, primary-key"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data,object,,,Container object for all measurement/computed data fields,,"machine-learning, prediction, optimization, metadata, container"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.state,str,In Slips,,State,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.rop_limit,null,,,Rop limit,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.wob_limit,null,,,Wob limit,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.actual_rpm,null,,,Actual rpm,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.actual_wob,int,0,,Actual wob,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.hole_depth,int,7065,,Current hole depth (bottom of wellbore),,"machine-learning, prediction, optimization, depth, drilling, real-time, key-metric"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.rpm_limits,null,,,Rpm limits,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.updated_at,null,,,Timestamp for updated,,"machine-learning, prediction, optimization, metadata, time"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.actual_diff,null,,,Actual diff,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.current_rop,null,,,Current rop,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.current_rpm,null,,,Current rpm,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.diff_limits,null,,,Diff limits,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.inclination,int,0,,Wellbore inclination angle from vertical (degrees),,"machine-learning, prediction, optimization, directional, survey, key-metric"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.lower_bound,null,,,Lower bound,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.optimum_rpm,null,,,Optimum rpm,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.rpm_per_min,null,,,Rpm per min,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.ssi_per_min,null,,,Ssi per min,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.upper_bound,null,,,Upper bound,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.var_per_min,null,,,Var per min,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.actual_value,null,,,Actual value,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.current_diff,null,,,Current diff,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.diff_per_min,null,,,Diff per min,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.optimum_diff,null,,,Optimum diff,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.torque_limit,null,,,Torque limit,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.actual_torque,int,0,,Actual torque,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.optimized_mse,null,,,Optimized mse,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.optimized_rop,null,,,Optimized rop,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.recommendation,null,,,Recommendation,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.timestamp_mean,null,,,Timestamp mean,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.hole_depth_mean,null,,,Hole depth mean,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.predicted_value,null,,,Predicted value,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.confidence_level,null,,,Confidence level,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.current_flowrate,null,,,Current flowrate,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.error_prediction,null,,,Error prediction,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.ssi_per_min_category,null,,,Ssi per min category,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.var_per_min_category,null,,,Var per min category,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.wob_expected_optimal,null,,,Wob expected optimal,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.recommendation_source,null,,,Recommendation source,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.torque_expected_optimal,null,,,Torque expected optimal,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,data.optimization_params_result,null,,,Optimization params result,,"machine-learning, prediction, optimization"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,version,int,1,,Schema version number for this record,,"machine-learning, prediction, optimization, metadata, internal, versioning"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,asset_id,int,31659357,,Unique identifier for the well/asset this record belongs to,,"machine-learning, prediction, optimization, metadata, well-id, filter-key, required"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,provider,str,corva,,"Data provider name (typically ""corva"")",,"machine-learning, prediction, optimization, metadata, internal"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,timestamp,int,1545149819,,Unix epoch timestamp (seconds) of the record,,"machine-learning, prediction, optimization, metadata, time-index, filter-key, required"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,collection,str,machine-learning.rop,,MongoDB collection name this record belongs to,,"machine-learning, prediction, optimization, metadata, internal"
corva#machine-learning.rop,machine-learning.rop,Predictive Drilling / ML,time,/api/v1/data/corva/machine-learning.rop/,company_id,int,5,,Unique identifier for the company/operator,,"machine-learning, prediction, optimization, metadata, company, filter-key"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,_id,str,5f75f63013aed6000924133a,,MongoDB document unique identifier,,"metrics, kpi, performance, metadata, internal, primary-key"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data,object,,,Container object for all measurement/computed data fields,,"metrics, kpi, performance, metadata, container"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.key,str,hole_depth_change,,Key,,"metrics, kpi, performance"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.type,str,bha,,Type classifier for this record,,"metrics, kpi, performance, metadata, classification"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.value,int,0,,Value,,"metrics, kpi, performance"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.bha_id,int,1,,BHA/drillstring run number identifier,,"metrics, kpi, performance, bha, reference, link"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.rig_id,int,43,,Identifier for rig,,"metrics, kpi, performance, metadata, identifier, reference"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.asset_id,int,31659357,,Identifier for asset,,"metrics, kpi, performance, metadata, identifier, reference"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.company_id,int,5,,Identifier for company,,"metrics, kpi, performance, metadata, identifier, reference"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.program_id,int,38,,Identifier for program,,"metrics, kpi, performance, metadata, identifier, reference"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,data.well_sections,array[unknown],,,Array of well sections records,,"metrics, kpi, performance, container, array"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,asset_id,int,31659357,,Unique identifier for the well/asset this record belongs to,,"metrics, kpi, performance, metadata, well-id, filter-key, required"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,metadata,object,,,Nested object containing metadata data,,"metrics, kpi, performance, container, object"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,metadata.timezone,str,America/Chicago,,Timezone,,"metrics, kpi, performance"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,timestamp,int,1545485398,,Unix epoch timestamp (seconds) of the record,,"metrics, kpi, performance, metadata, time-index, filter-key, required"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,collection,str,metrics,,MongoDB collection name this record belongs to,,"metrics, kpi, performance, metadata, internal"
corva#metrics,metrics,Metrics / KPIs,time,/api/v1/data/corva/metrics/,company_id,int,5,,Unique identifier for the company/operator,,"metrics, kpi, performance, metadata, company, filter-key"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data,object,,,Container object for all measurement/computed data fields,,"other, metadata, container"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.bha_id,str,12345,,BHA/drillstring run number identifier,,"other, bha, reference, link"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.casing_id,str,12345,,Casing inner diameter (in),,"other, casing, dimension"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties,object,,,Nested object containing properties data,,"other, container, object"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties.rop,int,0,,Rate of penetration - drilling speed (ft/hr),,"other, drilling, rop, real-time, key-metric, performance"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties.wob,int,0,,Wob,,other
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties.torque,int,0,,Rotary torque at surface (ft-lbs),,"other, drilling, torque, real-time, torque-drag"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties.wits_timestamp,str,2024-07-11 00:00:00,,Timestamp for wits,,"other, metadata, time"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties.current_depth_md,int,0,,Current depth md,,other
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties.current_depth_tvd,int,0,,Current depth tvd,,other
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,data.properties.on_bottom_percent,float,0.75,,On bottom percent,,other
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,asset_id,int,0,,Unique identifier for the well/asset this record belongs to,,"other, metadata, well-id, filter-key, required"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,timestamp,int,123456,,Unix epoch timestamp (seconds) of the record,,"other, metadata, time-index, filter-key, required"
corva#milling-console-real-time,milling-console-real-time,Other,time,/api/v1/data/corva/milling-console-real-time/,company_id,int,0,,Unique identifier for the company/operator,,"other, metadata, company, filter-key"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,_id,str,string,,MongoDB document unique identifier,,"operations, activity, rig-state, metadata, internal, primary-key"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data,object,,,Container object for all measurement/computed data fields,,"operations, activity, rig-state, metadata, container"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.cased,str,boolean,,Cased,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.liner,str,boolean,,Liner,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.shift,str,string,,Shift,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.bha_id,str,integer or float,,BHA/drillstring run number identifier,,"operations, activity, rig-state, bha, reference, link"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.casing_id,str,integer,,Casing inner diameter (in),,"operations, activity, rig-state, casing, dimension"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.end_depth,str,float,,Ending measured depth for this interval/run,,"operations, activity, rig-state, depth, interval, range"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.hole_size,str,float,,Hole size,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.operation,str,string,,Operation,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.activities,array[dict],,,Array of activities records,,"operations, activity, rig-state, container, array"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.activities[].operation,str,string,,Operation,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.activities[].activity_name,str,string,,"Name of the rig activity (e.g., Drilling, Tripping)",,"operations, activity, rig-state, operations, activity, classification"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.activities[].operation_time,str,integer,,Duration of the operation (seconds),,"operations, activity, rig-state, operations, time, duration"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance,object,,,Nested object containing performance data,,"operations, activity, rig-state, container, object"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.slide_rop,str,float,,Slide rop,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.total_rop,str,float,,Total rop,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.rotary_rop,str,float,,Rotary rop,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.tripping_speed,str,float,,Tripping speed,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.slide_percentage,str,float,,Slide percentage,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.rotary_percentage,str,float,,Rotary percentage,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.rotary_depth_chage,str,float,,Rotary depth chage,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.performance.slide_depth_change,str,float,,Slide depth change,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.start_depth,str,float,,Starting measured depth for this interval/run,,"operations, activity, rig-state, depth, interval, range"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.depth_change,str,float,,Depth change,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.well_section,str,string,,Well section,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.end_bit_depth,str,float,,Bit depth at end of operation (ft),,"operations, activity, rig-state, operations, depth, interval"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.end_timestamp,str,integer,,End timestamp of the interval/run (Unix epoch),,"operations, activity, rig-state, time, interval, range"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.landing_string,str,string,,Landing string,,"operations, activity, rig-state"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.operation_name,str,string,,Name/label for operation,,"operations, activity, rig-state, metadata, display, label"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.operation_time,str,integer,,Duration of the operation (seconds),,"operations, activity, rig-state, operations, time, duration"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.start_bit_depth,str,float,,Bit depth at start of operation (ft),,"operations, activity, rig-state, operations, depth, interval"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.start_timestamp,str,integer,,Start timestamp of the interval/run (Unix epoch),,"operations, activity, rig-state, time, interval, range"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,data.bit_depth_change,str,float,,Change in bit depth during operation (ft),,"operations, activity, rig-state, operations, depth, calculated"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,version,str,integer,,Schema version number for this record,,"operations, activity, rig-state, metadata, internal, versioning"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,asset_id,str,integer,,Unique identifier for the well/asset this record belongs to,,"operations, activity, rig-state, metadata, well-id, filter-key, required"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,provider,str,string,,"Data provider name (typically ""corva"")",,"operations, activity, rig-state, metadata, internal"
