bit_manufacturer,bit_model,bit_diameters,parsed_blades,parsed_cutter_mm,parse_confidence,parse_method,total_runs,sources
Baker Hughes,TK53-06,6.732284,5,13,high,"NOV-TK:TK53-06->B5,C3",1,full_bit_scan
Baker Hughes,TK63-I1,6.259843,6,13,high,"NOV-TK:TK63-I1->B6,C3",1,full_bit_scan
Baker Hughes,TK66,12.25,6,16,high,"NOV-TK:TK66->B6,C6",1,full_bit_scan
Baker Hughes,TK66-E3,17.5,6,16,high,"NOV-TK:TK66-E3->B6,C6",1,full_bit_scan
Baker Hughes,TKC53-L1 E,6.259843,5,13,high,"NOV-TK:TKC53-L1 E->B5,C3",1,full_bit_scan
Baker Hughes,TKC56,7.875,5,16,high,"NOV-TK:TKC56->B5,C6",1,full_bit_scan
Baker Hughes,TKF66-AD5,8.5,6,16,high,"NOV-TK:TKF66-AD5->B6,C6",1,full_bit_scan
Baker Hughes,TKF66-AZ11,8.75,6,16,high,"NOV-TK:TKF66-AZ11->B6,C6",1,full_bit_scan
Baker Hughes,TKF66-BP6,8.75,6,16,high,"NOV-TK:TKF66-BP6->B6,C6",1,full_bit_scan
Baker Hughes,TKF76-W1,8.75,7,16,high,"NOV-TK:TKF76-W1->B7,C6",1,full_bit_scan
Baker Hughes,TX306TWHX,6.75,6,8,high,Baker:TX306TWHX->C30B6(frac),1,full_bit_scan
Baker Hughes,TX31591R,8.5,3,15,high,"TX:TX31591R->B3,15mm",1,full_bit_scan
Baker Hughes,TX35053R,6.75,5,15,high,Baker:TX35053R->C50B5(frac),1,full_bit_scan
Baker Hughes,TX406H,6.141732,6,13,high,Baker:TX406H->C40B6(frac),1,full_bit_scan
Baker Hughes,TX716SR,8.5,7,16,high,"TX:TX716SR->B7,16mm",1,full_bit_scan
Baker Hughes,Tx35044R,7.875,4,15,high,Baker:Tx35044R->C50B4(frac),1,full_bit_scan
Baker Hughes,U611S,6.75,6,11,high,"Ulterra-U:U611S->B6,11mm",1,full_bit_scan
Baker Hughes,U613M,6.75,6,13,high,"Ulterra-U:U613M->B6,13mm",1,full_bit_scan
Baker Hughes,V507X,9.875,7,15,high,Baker:V507X->C50B7(frac),1,full_bit_scan
Baker Hughes,VX407,8.75,7,13,high,Baker:VX407->C40B7(frac),1,full_bit_scan
Baker Hughes,dd306wsx,7.875,6,8,high,Baker:dd306wsx->C30B6(frac),1,full_bit_scan
Baker Hughes,dd405ws,6.75,5,13,high,Baker:dd405ws->C40B5(frac),1,full_bit_scan
Baker Hughes,lc-d405ts,6.75,5,13,high,Baker:lc-d405ts->C40B5(frac),1,full_bit_scan
Baker Hughes,lc406f,6.75,6,13,high,Baker:lc406f->C40B6(frac),1,full_bit_scan
Baker Hughes,p306s,6.75,6,8,high,Baker:p306s->C30B6(frac),1,full_bit_scan
Baker Hughes,p405S,6.259843,5,13,high,Baker:p405S->C40B5(frac),1,full_bit_scan
Baker Hughes,xP406Hx,6.141732,6,13,high,Baker:xP406Hx->C40B6(frac),1,full_bit_scan
CapRock,616-XR9,12.25,6,16,high,"bare-3dig:616-XR9->B6,16mm",1,full_bit_scan
Drilformance,311-616-6712,12.25,3,11,high,"bare-3dig:311-616-6712->B3,11mm",1,full_bit_scan
Drilformance,516,7.875,5,16,high,"bare-3dig:516->B5,16mm",1,full_bit_scan
Drilformance,516 5971WTX,12.25,5,16,high,"bare-3dig:516 5971WTX->B5,16mm",1,full_bit_scan
Drilformance,516 6287WX,12.25,5,16,high,"bare-3dig:516 6287WX->B5,16mm",1,full_bit_scan
Drilformance,516-4813,12.25,5,16,high,"bare-3dig:516-4813->B5,16mm",1,full_bit_scan
Drilformance,516-6287RC,12.25,5,16,high,"bare-3dig:516-6287RC->B5,16mm",1,full_bit_scan
Drilformance,"611""B""",6.75,6,11,high,"bare-3dig:611""B""->B6,11mm",1,full_bit_scan
Drilformance,611-6683 ETX-D,6.75,6,11,high,"bare-3dig:611-6683 ETX-D->B6,11mm",1,full_bit_scan
Drilformance,611-6724,6.75,6,11,high,"bare-3dig:611-6724->B6,11mm",1,full_bit_scan
Drilformance,611-6735,6.75,6,11,high,"bare-3dig:611-6735->B6,11mm",1,full_bit_scan
Drilformance,611-6750,6.75,6,11,high,"bare-3dig:611-6750->B6,11mm",1,full_bit_scan
Drilformance,616-6734,12.25,6,16,high,"bare-3dig:616-6734->B6,16mm",1,full_bit_scan
Drilformance,616-6737,9.875,6,16,high,"bare-3dig:616-6737->B6,16mm",1,full_bit_scan
Drilformance,619-U812,17.5,6,19,high,"bare-3dig:619-U812->B6,19mm",1,full_bit_scan
Drilformance,813-4841,12.25,8,13,high,"bare-3dig:813-4841->B8,13mm",1,full_bit_scan
Drilformance,CF519XM,12.244095,5,19,high,"Ulterra-CF:CF519XM->B5,19mm",1,full_bit_scan
Drilformance,WTX613,6.75,6,13,high,"TX:WTX613->B6,13mm",1,full_bit_scan
Halliburton,1288492 HDi64DKHF,6.125,6,13,high,"HAL:1288492 HDi64DKHF->B6,C4(frac)",1,full_bit_scan
Halliburton,"6-3/4"" PDC Shankless [HD64MKs] 3x8s 3x9s TFA: 0.334",6.75,6,13,high,"HAL:6-3/4"" PDC Shankless [HD64MKs] 3x8s 3x9s TFA: 0.334->B6,C4(frac)",1,full_bit_scan
Halliburton,: HD74MF,10.625,7,13,high,"HAL:: HD74MF->B7,C4(frac)",1,full_bit_scan
Halliburton,BT613,6.125,6,13,high,"SLB-BT:BT613->B6,13mm",1,full_bit_scan
Halliburton,DD406S,6.125,6,13,high,Baker:DD406S->C40B6(frac),1,full_bit_scan
Halliburton,DD506TS,8.75,6,15,high,Baker:DD506TS->C50B6(frac),1,full_bit_scan
Halliburton,DH64,8.75,6,13,high,"HAL:DH64->B6,C4(frac)",1,full_bit_scan
Halliburton,GTD55WMKOs,9.5,5,15,high,"HAL-GTD:GTD55WMKOs->B5,C5(frac)",1,full_bit_scan
Halliburton,GTD55WRKHO,6.5,5,15,high,"HAL-GTD:GTD55WRKHO->B5,C5(frac)",1,full_bit_scan
Halliburton,GTD55ks,6.125,5,15,high,"HAL-GTD:GTD55ks->B5,C5(frac)",1,full_bit_scan
Halliburton,GTD64DM-IEO,8.5,6,13,high,"HAL-GTD:GTD64DM-IEO->B6,C4(frac)",1,full_bit_scan
Halliburton,GTD64DUHE,10.625,6,13,high,"HAL-GTD:GTD64DUHE->B6,C4(frac)",1,full_bit_scan
Halliburton,GTD64MD,8.75,6,13,high,"HAL-GTD:GTD64MD->B6,C4(frac)",1,full_bit_scan
Halliburton,GTD64MO,8.75,6,13,high,"HAL-GTD:GTD64MO->B6,C4(frac)",1,full_bit_scan
Halliburton,"GTD64WMK,",6.75,6,13,high,"HAL-GTD:GTD64WMK,->B6,C4(frac)",1,full_bit_scan
Halliburton,GTD650MHEO,8.5,6,15,high,"HAL-GTD:GTD650MHEO->B6,C5(frac)",1,full_bit_scan
Halliburton,GTD650s,12.25,6,15,high,"HAL-GTD:GTD650s->B6,C5(frac)",1,full_bit_scan
Halliburton,GTD65DMHEO,8.75,6,15,high,"HAL-GTD:GTD65DMHEO->B6,C5(frac)",1,full_bit_scan
Halliburton,GTD65MO,8.503937,6,15,high,"HAL-GTD:GTD65MO->B6,C5(frac)",1,full_bit_scan
Halliburton,GTD65MOs,8.740158,6,15,high,"HAL-GTD:GTD65MOs->B6,C5(frac)",1,full_bit_scan
Halliburton,GTD65WMK,6.75,6,15,high,"HAL-GTD:GTD65WMK->B6,C5(frac)",1,full_bit_scan
Halliburton,GTD74DHE,8.5,7,13,high,"HAL-GTD:GTD74DHE->B7,C4(frac)",1,full_bit_scan
Halliburton,GTD75,8.5,7,15,high,"HAL-GTD:GTD75->B7,C5(frac)",1,full_bit_scan
Halliburton,GTD751,8.5,7,15,high,"HAL-GTD:GTD751->B7,C5(frac)",1,full_bit_scan
Halliburton,GTD83s,8.75,8,8,high,"HAL-GTD:GTD83s->B8,C3(frac)",1,full_bit_scan
Halliburton,GTF650,12.25,6,15,high,"NOV-TK:GTF650->B6,C5",1,full_bit_scan
Halliburton,HBDS HD64E,6.75,6,13,high,"HAL:HBDS HD64E->B6,C4(frac)",1,full_bit_scan
Halliburton,HBDS HD64M,6.75,6,13,high,"HAL:HBDS HD64M->B6,C4(frac)",1,full_bit_scan
